epoch,train_loss,train_t,train_s,val_loss,val_t,val_s,val_nmse_db,lr,time_iso
1,0.046970,0.078822,0.015118,0.052599,0.087270,0.017927,-9.40,0.0001,2025-08-21T09:28:56
2,0.042005,0.071008,0.013002,0.050304,0.082737,0.017872,-9.29,0.0001,2025-08-21T09:29:50
3,0.040332,0.068310,0.012355,0.054666,0.090352,0.018981,-9.43,0.0001,2025-08-21T09:30:48
4,0.038077,0.064292,0.011863,0.047446,0.078138,0.016754,-9.50,0.0001,2025-08-21T09:31:38
5,0.039132,0.066385,0.011879,0.046781,0.079418,0.014145,-9.48,0.0001,2025-08-21T09:32:35
6,0.038709,0.065903,0.011514,0.041149,0.069257,0.013041,-9.50,0.0001,2025-08-21T09:33:32
7,0.041256,0.070054,0.012458,0.050287,0.087006,0.013569,-9.45,0.0001,2025-08-21T09:34:29
8,0.038198,0.065470,0.010926,0.047345,0.079559,0.015131,-9.43,0.0001,2025-08-21T09:35:19
9,0.036703,0.062943,0.010462,0.045737,0.076470,0.015003,-9.61,0.0001,2025-08-21T09:36:11
10,0.037882,0.064362,0.011402,0.045308,0.075438,0.015177,-9.46,0.0001,2025-08-21T09:37:03
11,0.036857,0.062368,0.011345,0.045900,0.076349,0.015451,-9.44,0.0001,2025-08-21T09:37:57
12,0.036215,0.061424,0.011005,0.050680,0.084882,0.016478,-9.51,5e-05,2025-08-21T09:38:50
13,0.033603,0.058066,0.009140,0.048076,0.079021,0.017131,-9.44,5e-05,2025-08-21T09:39:43
14,0.032812,0.057070,0.008555,0.047224,0.077718,0.016730,-9.51,5e-05,2025-08-21T09:40:38
15,0.033415,0.058042,0.008788,0.052638,0.088934,0.016342,-9.33,5e-05,2025-08-21T09:41:34
16,0.032571,0.056315,0.008827,0.047261,0.079433,0.015089,-9.44,5e-05,2025-08-21T09:42:29
