epoch,train_loss,train_t,train_s,val_loss,val_t,val_s,val_nmse_db,lr,time_iso
1,0.118716,0.184864,0.052568,0.057967,0.095387,0.020548,-10.36,0.0001,2025-08-21T03:35:48
2,0.088135,0.140890,0.035381,0.056373,0.092085,0.020661,-10.64,0.0001,2025-08-21T03:36:47
3,0.080869,0.130306,0.031432,0.052373,0.086802,0.017944,-10.88,0.0001,2025-08-21T03:37:48
4,0.074628,0.120696,0.028559,0.053325,0.088955,0.017696,-10.98,0.0001,2025-08-21T03:38:47
5,0.070907,0.114746,0.027068,0.053464,0.088764,0.018164,-10.91,0.0001,2025-08-21T03:39:39
6,0.065807,0.107636,0.023977,0.050179,0.083830,0.016529,-10.92,0.0001,2025-08-21T03:40:31
7,0.060386,0.099360,0.021411,0.050883,0.084068,0.017698,-10.95,0.0001,2025-08-21T03:41:30
8,0.057324,0.094122,0.020525,0.048884,0.080961,0.016807,-10.91,0.0001,2025-08-21T03:42:21
9,0.055206,0.090945,0.019467,0.049224,0.082701,0.015747,-10.87,0.0001,2025-08-21T03:43:20
10,0.052828,0.088891,0.016766,0.049745,0.086187,0.013302,-10.87,0.0001,2025-08-21T03:44:12
11,0.048412,0.081882,0.014942,0.045909,0.078257,0.013560,-10.95,0.0001,2025-08-21T03:45:03
12,0.046970,0.079577,0.014363,0.048279,0.082037,0.014522,-10.96,0.0001,2025-08-21T03:46:03
13,0.046926,0.079151,0.014701,0.047293,0.079185,0.015401,-10.87,0.0001,2025-08-21T03:46:54
14,0.045806,0.076900,0.014711,0.049458,0.084464,0.014451,-10.89,0.0001,2025-08-21T03:47:45
15,0.045543,0.077746,0.013341,0.042490,0.072864,0.012115,-11.03,0.0001,2025-08-21T03:48:37
16,0.046866,0.080114,0.013618,0.044888,0.075728,0.014048,-10.89,0.0001,2025-08-21T03:49:36
17,0.043661,0.074681,0.012642,0.046173,0.078091,0.014254,-10.89,0.0001,2025-08-21T03:50:28
18,0.043270,0.074005,0.012535,0.046171,0.077713,0.014628,-10.83,0.0001,2025-08-21T03:51:20
19,0.043618,0.074539,0.012697,0.047100,0.079821,0.014379,-10.85,0.0001,2025-08-21T03:52:11
20,0.042086,0.072181,0.011991,0.046639,0.079298,0.013979,-10.91,0.0001,2025-08-21T03:53:02
21,0.040880,0.070933,0.010826,0.045784,0.078856,0.012712,-10.88,5e-05,2025-08-21T03:53:54
22,0.037041,0.065467,0.008614,0.045807,0.079251,0.012362,-10.90,5e-05,2025-08-21T03:54:46
23,0.036261,0.064353,0.008169,0.044495,0.077232,0.011757,-10.96,5e-05,2025-08-21T03:55:37
24,0.035814,0.063671,0.007956,0.046071,0.080224,0.011917,-10.89,5e-05,2025-08-21T03:56:29
25,0.036633,0.063828,0.009437,0.046574,0.080851,0.012296,-10.88,5e-05,2025-08-21T03:57:21
26,0.036324,0.063463,0.009185,0.045421,0.077381,0.013462,-10.84,5e-05,2025-08-21T03:58:12
27,0.036410,0.063429,0.009390,0.046987,0.079266,0.014707,-10.86,5e-05,2025-08-21T03:59:02
28,0.035767,0.062323,0.009211,0.044560,0.077234,0.011885,-10.92,5e-05,2025-08-21T03:59:53
29,0.035368,0.061696,0.009041,0.045849,0.078319,0.013379,-10.85,2.5e-05,2025-08-21T04:00:44
30,0.033839,0.059294,0.008384,0.044842,0.076379,0.013305,-10.87,2.5e-05,2025-08-21T04:01:34
31,0.033359,0.058581,0.008137,0.044602,0.076014,0.013190,-10.89,2.5e-05,2025-08-21T04:02:24
32,0.032957,0.058091,0.007823,0.046155,0.078712,0.013598,-10.86,2.5e-05,2025-08-21T04:03:14
33,0.033166,0.058359,0.007973,0.046836,0.079943,0.013729,-10.83,2.5e-05,2025-08-21T04:04:04
34,0.032845,0.057971,0.007718,0.043926,0.075200,0.012652,-10.87,2.5e-05,2025-08-21T04:04:55
35,0.032476,0.057582,0.007370,0.042746,0.072931,0.012561,-10.91,2.5e-05,2025-08-21T04:05:45
36,0.032164,0.056237,0.008090,0.043960,0.075161,0.012759,-10.89,2.5e-05,2025-08-21T04:06:35
37,0.031503,0.055704,0.007303,0.043954,0.076210,0.011697,-10.85,1.25e-05,2025-08-21T04:07:25
38,0.030962,0.055617,0.006307,0.043308,0.074964,0.011651,-10.85,1.25e-05,2025-08-21T04:08:15
39,0.031582,0.056674,0.006491,0.045634,0.079683,0.011585,-10.84,1.25e-05,2025-08-21T04:09:05
40,0.031392,0.056512,0.006271,0.044958,0.078468,0.011448,-10.86,1.25e-05,2025-08-21T04:09:55
41,0.031676,0.056934,0.006417,0.049840,0.086388,0.013291,-10.80,1.25e-05,2025-08-21T04:10:45
42,0.032196,0.057689,0.006703,0.043859,0.076046,0.011672,-10.87,1.25e-05,2025-08-21T04:11:36
43,0.031560,0.056997,0.006124,0.045352,0.078843,0.011861,-10.84,1.25e-05,2025-08-21T04:12:28
44,0.031806,0.057234,0.006378,0.045310,0.078782,0.011837,-10.85,1.25e-05,2025-08-21T04:13:20
45,0.031526,0.056770,0.006282,0.045803,0.079428,0.012179,-10.85,6.25e-06,2025-08-21T04:14:13
46,0.031288,0.056407,0.006169,0.043603,0.075432,0.011774,-10.87,6.25e-06,2025-08-21T04:15:07
47,0.031079,0.056327,0.005832,0.045019,0.078288,0.011750,-10.86,6.25e-06,2025-08-21T04:16:01
48,0.031355,0.056724,0.005985,0.044671,0.077521,0.011821,-10.88,6.25e-06,2025-08-21T04:16:56
49,0.031526,0.056776,0.006276,0.047690,0.081995,0.013385,-10.80,6.25e-06,2025-08-21T04:17:51
50,0.032228,0.056730,0.007727,0.046170,0.078826,0.013514,-10.81,6.25e-06,2025-08-21T04:18:47
51,0.032372,0.056860,0.007884,0.045957,0.078870,0.013045,-10.80,6.25e-06,2025-08-21T04:19:42
52,0.032352,0.056758,0.007945,0.046905,0.080516,0.013294,-10.82,6.25e-06,2025-08-21T04:20:38
53,0.032287,0.056747,0.007828,0.046957,0.079948,0.013965,-10.83,3.125e-06,2025-08-21T04:21:33
54,0.032140,0.056644,0.007636,0.047056,0.080088,0.014023,-10.83,3.125e-06,2025-08-21T04:22:28
55,0.032217,0.056657,0.007777,0.046248,0.078212,0.014285,-10.83,3.125e-06,2025-08-21T04:23:23
56,0.032185,0.056628,0.007742,0.047449,0.081408,0.013490,-10.82,3.125e-06,2025-08-21T04:24:18
57,0.032005,0.056398,0.007612,0.045699,0.077938,0.013459,-10.84,3.125e-06,2025-08-21T04:25:15
58,0.031863,0.055928,0.007799,0.044888,0.076294,0.013481,-10.85,3.125e-06,2025-08-21T04:26:12
59,0.031622,0.055485,0.007760,0.044803,0.077257,0.012348,-10.85,3.125e-06,2025-08-21T04:27:10
60,0.031446,0.055168,0.007724,0.046786,0.078562,0.015010,-10.86,3.125e-06,2025-08-21T04:28:08
61,0.031552,0.055319,0.007785,0.048153,0.081159,0.015147,-10.85,1.5625e-06,2025-08-21T04:29:05
62,0.031530,0.055317,0.007743,0.047252,0.079212,0.015292,-10.84,1.5625e-06,2025-08-21T04:30:00
63,0.031556,0.055317,0.007795,0.047121,0.078847,0.015395,-10.84,1.5625e-06,2025-08-21T04:30:55
64,0.031496,0.055227,0.007766,0.046868,0.078491,0.015244,-10.85,1.5625e-06,2025-08-21T04:31:49
65,0.031526,0.055265,0.007788,0.047225,0.079544,0.014907,-10.84,1.5625e-06,2025-08-21T04:32:42
66,0.031698,0.055542,0.007854,0.046367,0.078793,0.013941,-10.84,1.5625e-06,2025-08-21T04:33:35
67,0.031756,0.055641,0.007872,0.045173,0.076421,0.013926,-10.84,1.5625e-06,2025-08-21T04:34:27
68,0.031960,0.055919,0.008000,0.045064,0.076300,0.013829,-10.84,1.5625e-06,2025-08-21T04:35:19
69,0.032048,0.055907,0.008189,0.046350,0.077469,0.015231,-10.84,1e-06,2025-08-21T04:36:11
70,0.032055,0.055823,0.008286,0.047299,0.080141,0.014457,-10.82,1e-06,2025-08-21T04:37:03
71,0.032122,0.056094,0.008149,0.046638,0.078087,0.015188,-10.82,1e-06,2025-08-21T04:37:55
72,0.032530,0.057204,0.007857,0.047605,0.079892,0.015318,-10.81,1e-06,2025-08-21T04:38:46
73,0.031944,0.056414,0.007474,0.046090,0.079407,0.012774,-10.81,1e-06,2025-08-21T04:39:37
74,0.031933,0.056611,0.007254,0.046433,0.079658,0.013208,-10.83,1e-06,2025-08-21T04:40:29
75,0.031476,0.055913,0.007039,0.047474,0.080148,0.014800,-10.81,1e-06,2025-08-21T04:41:21
76,0.031547,0.056084,0.007009,0.047970,0.080944,0.014995,-10.81,1e-06,2025-08-21T04:42:13
77,0.031632,0.056121,0.007142,0.046851,0.080004,0.013697,-10.82,1e-06,2025-08-21T04:43:04
78,0.031755,0.056388,0.007123,0.046825,0.079682,0.013969,-10.81,1e-06,2025-08-21T04:43:56
79,0.031781,0.056383,0.007180,0.046918,0.079238,0.014599,-10.81,1e-06,2025-08-21T04:44:47
80,0.031853,0.056447,0.007260,0.046733,0.079564,0.013902,-10.81,1e-06,2025-08-21T04:45:38
81,0.031848,0.056498,0.007197,0.046773,0.080132,0.013414,-10.81,1e-06,2025-08-21T04:46:30
82,0.031732,0.056295,0.007168,0.047152,0.079658,0.014645,-10.80,1e-06,2025-08-21T04:47:21
83,0.031657,0.056145,0.007170,0.047571,0.081527,0.013615,-10.80,1e-06,2025-08-21T04:48:12
84,0.031815,0.056385,0.007245,0.047714,0.081155,0.014273,-10.79,1e-06,2025-08-21T04:49:03
85,0.031618,0.055965,0.007271,0.048353,0.081905,0.014801,-10.80,1e-06,2025-08-21T04:49:53
86,0.031666,0.056144,0.007188,0.048758,0.082735,0.014781,-10.80,1e-06,2025-08-21T04:50:43
87,0.031594,0.055963,0.007226,0.047828,0.080826,0.014830,-10.81,1e-06,2025-08-21T04:51:33
88,0.031733,0.056204,0.007263,0.048335,0.081147,0.015523,-10.81,1e-06,2025-08-21T04:52:23
89,0.031782,0.056268,0.007297,0.048148,0.082005,0.014291,-10.80,1e-06,2025-08-21T04:53:14
90,0.031727,0.056139,0.007315,0.049650,0.083509,0.015792,-10.78,1e-06,2025-08-21T04:54:06
91,0.031875,0.056461,0.007289,0.046221,0.079183,0.013260,-10.82,1e-06,2025-08-21T04:54:58
92,0.031970,0.056794,0.007147,0.048538,0.084499,0.012577,-10.79,1e-06,2025-08-21T04:55:52
93,0.031965,0.056623,0.007306,0.046471,0.079004,0.013937,-10.82,1e-06,2025-08-21T04:56:46
94,0.031861,0.056541,0.007182,0.048070,0.082718,0.013421,-10.79,1e-06,2025-08-21T04:57:40
95,0.031910,0.056706,0.007115,0.047046,0.080231,0.013862,-10.82,1e-06,2025-08-21T04:58:35
96,0.032092,0.057131,0.007053,0.048848,0.084416,0.013281,-10.78,1e-06,2025-08-21T04:59:31
97,0.032175,0.057318,0.007032,0.046431,0.079648,0.013215,-10.83,1e-06,2025-08-21T05:00:27
98,0.032128,0.057104,0.007153,0.045695,0.078328,0.013062,-10.83,1e-06,2025-08-21T05:01:23
99,0.032193,0.057079,0.007307,0.046753,0.079498,0.014008,-10.82,1e-06,2025-08-21T05:02:19
100,0.032172,0.057001,0.007344,0.046359,0.078995,0.013722,-10.82,1e-06,2025-08-21T05:03:16
101,0.032219,0.057019,0.007419,0.047171,0.080071,0.014271,-10.81,1e-06,2025-08-21T05:04:14
102,0.032112,0.056831,0.007393,0.047923,0.081706,0.014140,-10.80,1e-06,2025-08-21T05:05:13
103,0.032134,0.056903,0.007365,0.046027,0.078446,0.013608,-10.82,1e-06,2025-08-21T05:06:12
104,0.032149,0.056892,0.007406,0.046558,0.079316,0.013800,-10.82,1e-06,2025-08-21T05:07:10
105,0.032175,0.056968,0.007382,0.046632,0.080004,0.013260,-10.81,1e-06,2025-08-21T05:08:07
106,0.032130,0.056850,0.007411,0.047520,0.080528,0.014513,-10.80,1e-06,2025-08-21T05:09:03
107,0.032184,0.056975,0.007393,0.046170,0.078823,0.013517,-10.81,1e-06,2025-08-21T05:09:57
108,0.032228,0.057068,0.007387,0.046161,0.078723,0.013600,-10.81,1e-06,2025-08-21T05:10:53
109,0.032117,0.056855,0.007379,0.047788,0.081648,0.013927,-10.79,1e-06,2025-08-21T05:11:47
110,0.032158,0.056894,0.007421,0.045794,0.077925,0.013663,-10.81,1e-06,2025-08-21T05:12:40
111,0.032014,0.056694,0.007335,0.046533,0.078963,0.014103,-10.81,1e-06,2025-08-21T05:13:32
112,0.032070,0.056892,0.007249,0.046065,0.078910,0.013221,-10.80,1e-06,2025-08-21T05:14:25
113,0.032018,0.056811,0.007225,0.045711,0.078084,0.013338,-10.81,1e-06,2025-08-21T05:15:16
114,0.032086,0.056861,0.007310,0.045593,0.077882,0.013304,-10.81,1e-06,2025-08-21T05:16:08
115,0.031914,0.056613,0.007214,0.047250,0.080931,0.013569,-10.79,1e-06,2025-08-21T05:17:01
116,0.031992,0.056727,0.007258,0.045673,0.078230,0.013115,-10.81,1e-06,2025-08-21T05:17:53
117,0.031940,0.056898,0.006982,0.046735,0.080175,0.013295,-10.81,1e-06,2025-08-21T05:18:45
118,0.031363,0.055980,0.006747,0.046979,0.079213,0.014745,-10.83,1e-06,2025-08-21T05:19:36
119,0.031039,0.055414,0.006664,0.048091,0.081448,0.014734,-10.82,1e-06,2025-08-21T05:20:28
120,0.030887,0.055183,0.006592,0.047968,0.081421,0.014514,-10.82,1e-06,2025-08-21T05:21:19
121,0.030880,0.055126,0.006633,0.046903,0.079459,0.014347,-10.83,1e-06,2025-08-21T05:22:11
122,0.030843,0.055043,0.006643,0.046766,0.079404,0.014127,-10.83,1e-06,2025-08-21T05:23:02
123,0.030855,0.055068,0.006642,0.047280,0.080519,0.014041,-10.82,1e-06,2025-08-21T05:23:54
124,0.030655,0.054748,0.006562,0.046366,0.078732,0.014000,-10.84,1e-06,2025-08-21T05:24:46
125,0.030613,0.054677,0.006548,0.046475,0.078916,0.014035,-10.83,1e-06,2025-08-21T05:25:38
126,0.030750,0.054912,0.006588,0.046651,0.079298,0.014005,-10.83,1e-06,2025-08-21T05:26:29
127,0.030625,0.054711,0.006540,0.046163,0.078468,0.013859,-10.83,1e-06,2025-08-21T05:27:20
128,0.030555,0.054573,0.006537,0.047497,0.080616,0.014379,-10.82,1e-06,2025-08-21T05:28:11
129,0.030492,0.054497,0.006487,0.045974,0.078419,0.013529,-10.83,1e-06,2025-08-21T05:29:03
130,0.030615,0.054700,0.006530,0.047566,0.080682,0.014450,-10.83,1e-06,2025-08-21T05:29:55
131,0.030538,0.054551,0.006525,0.046453,0.078755,0.014151,-10.84,1e-06,2025-08-21T05:30:48
