epoch,train_loss,train_t,train_s,val_loss,val_t,val_s,val_nmse_db,lr,time_iso
1,0.031721,0.000000,0.031721,0.010854,0.000000,0.010854,2.96,0.0001,2025-08-21T15:18:11
2,0.021657,0.000000,0.021657,0.006799,0.000000,0.006799,3.09,0.0001,2025-08-21T15:18:42
3,0.019918,0.000000,0.019918,0.006783,0.000000,0.006783,3.04,0.0001,2025-08-21T15:19:13
4,0.019967,0.000000,0.019967,0.006236,0.000000,0.006236,3.06,0.0001,2025-08-21T15:19:43
5,0.019315,0.000000,0.019315,0.006269,0.000000,0.006269,3.10,0.0001,2025-08-21T15:20:14
6,0.019095,0.000000,0.019095,0.006211,0.000000,0.006211,3.11,0.0001,2025-08-21T15:20:39
7,0.018890,0.000000,0.018890,0.006172,0.000000,0.006172,3.04,0.0001,2025-08-21T15:21:10
8,0.018557,0.000000,0.018557,0.005606,0.000000,0.005606,3.10,0.0001,2025-08-21T15:21:43
9,0.018821,0.000000,0.018821,0.005576,0.000000,0.005576,3.06,0.0001,2025-08-21T15:22:16
10,0.018217,0.000000,0.018217,0.005406,0.000000,0.005406,3.10,0.0001,2025-08-21T15:22:47
11,0.018150,0.000000,0.018150,0.005288,0.000000,0.005288,3.08,0.0001,2025-08-21T15:23:19
12,0.018438,0.000000,0.018438,0.006016,0.000000,0.006016,3.12,0.0001,2025-08-21T15:23:51
13,0.018643,0.000000,0.018643,0.006100,0.000000,0.006100,3.08,0.0001,2025-08-21T15:24:15
14,0.017730,0.000000,0.017730,0.005748,0.000000,0.005748,3.07,0.0001,2025-08-21T15:24:39
15,0.017625,0.000000,0.017625,0.005449,0.000000,0.005449,3.08,0.0001,2025-08-21T15:25:04
16,0.017478,0.000000,0.017478,0.005246,0.000000,0.005246,3.07,0.0001,2025-08-21T15:25:29
17,0.017258,0.000000,0.017258,0.005821,0.000000,0.005821,3.08,0.0001,2025-08-21T15:25:59
18,0.017121,0.000000,0.017121,0.005048,0.000000,0.005048,3.09,0.0001,2025-08-21T15:26:23
19,0.016924,0.000000,0.016924,0.005072,0.000000,0.005072,3.09,0.0001,2025-08-21T15:26:53
20,0.017041,0.000000,0.017041,0.005425,0.000000,0.005425,3.09,0.0001,2025-08-21T15:27:17
21,0.016740,0.000000,0.016740,0.005238,0.000000,0.005238,3.12,0.0001,2025-08-21T15:27:41
22,0.016516,0.000000,0.016516,0.005779,0.000000,0.005779,3.07,0.0001,2025-08-21T15:28:05
23,0.016222,0.000000,0.016222,0.004994,0.000000,0.004994,3.11,0.0001,2025-08-21T15:28:28
24,0.016298,0.000000,0.016298,0.005124,0.000000,0.005124,3.10,0.0001,2025-08-21T15:28:57
25,0.015723,0.000000,0.015723,0.004943,0.000000,0.004943,3.11,0.0001,2025-08-21T15:29:21
26,0.015168,0.000000,0.015168,0.005356,0.000000,0.005356,3.08,0.0001,2025-08-21T15:29:51
27,0.014774,0.000000,0.014774,0.005412,0.000000,0.005412,3.10,0.0001,2025-08-21T15:30:15
28,0.014600,0.000000,0.014600,0.005296,0.000000,0.005296,3.11,0.0001,2025-08-21T15:30:39
29,0.014127,0.000000,0.014127,0.005197,0.000000,0.005197,3.10,0.0001,2025-08-21T15:31:04
30,0.013527,0.000000,0.013527,0.005101,0.000000,0.005101,3.10,0.0001,2025-08-21T15:31:28
31,0.013190,0.000000,0.013190,0.005497,0.000000,0.005497,3.09,5e-05,2025-08-21T15:31:52
32,0.012146,0.000000,0.012146,0.005175,0.000000,0.005175,3.09,5e-05,2025-08-21T15:32:16
33,0.011650,0.000000,0.011650,0.004913,0.000000,0.004913,3.11,5e-05,2025-08-21T15:32:41
34,0.011391,0.000000,0.011391,0.005071,0.000000,0.005071,3.10,5e-05,2025-08-21T15:33:12
35,0.011261,0.000000,0.011261,0.005083,0.000000,0.005083,3.10,5e-05,2025-08-21T15:33:37
36,0.011018,0.000000,0.011018,0.005182,0.000000,0.005182,3.09,5e-05,2025-08-21T15:34:01
37,0.010824,0.000000,0.010824,0.005044,0.000000,0.005044,3.11,5e-05,2025-08-21T15:34:26
38,0.010820,0.000000,0.010820,0.005037,0.000000,0.005037,3.11,5e-05,2025-08-21T15:34:50
39,0.010295,0.000000,0.010295,0.005050,0.000000,0.005050,3.11,2.5e-05,2025-08-21T15:35:14
40,0.009594,0.000000,0.009594,0.005085,0.000000,0.005085,3.10,2.5e-05,2025-08-21T15:35:39
41,0.009304,0.000000,0.009304,0.005077,0.000000,0.005077,3.10,2.5e-05,2025-08-21T15:36:02
42,0.009104,0.000000,0.009104,0.005097,0.000000,0.005097,3.10,2.5e-05,2025-08-21T15:36:26
43,0.009102,0.000000,0.009102,0.005112,0.000000,0.005112,3.11,2.5e-05,2025-08-21T15:36:50
