epoch,train_loss,train_t,train_s,val_loss,val_t,val_s,val_nmse_db,lr,time_iso
1,0.013779,0.000000,0.013779,0.004929,0.000000,0.004929,3.14,0.0001,2025-08-21T15:37:50
2,0.012374,0.000000,0.012374,0.004579,0.000000,0.004579,3.14,0.0001,2025-08-21T15:38:17
3,0.011890,0.000000,0.011890,0.004641,0.000000,0.004641,3.12,0.0001,2025-08-21T15:38:48
4,0.011684,0.000000,0.011684,0.004263,0.000000,0.004263,3.13,0.0001,2025-08-21T15:39:12
5,0.011209,0.000000,0.011209,0.004310,0.000000,0.004310,3.13,0.0001,2025-08-21T15:39:41
6,0.011073,0.000000,0.011073,0.004614,0.000000,0.004614,3.14,0.0001,2025-08-21T15:40:06
7,0.010631,0.000000,0.010631,0.004800,0.000000,0.004800,3.10,0.0001,2025-08-21T15:40:30
8,0.009983,0.000000,0.009983,0.004181,0.000000,0.004181,3.12,0.0001,2025-08-21T15:40:54
9,0.010525,0.000000,0.010525,0.004857,0.000000,0.004857,3.11,0.0001,2025-08-21T15:41:25
10,0.010334,0.000000,0.010334,0.004261,0.000000,0.004261,3.13,0.0001,2025-08-21T15:41:49
11,0.009077,0.000000,0.009077,0.004908,0.000000,0.004908,3.13,0.0001,2025-08-21T15:42:13
12,0.009111,0.000000,0.009111,0.004235,0.000000,0.004235,3.14,0.0001,2025-08-21T15:42:37
13,0.008877,0.000000,0.008877,0.004478,0.000000,0.004478,3.15,0.0001,2025-08-21T15:43:02
14,0.008635,0.000000,0.008635,0.004448,0.000000,0.004448,3.12,5e-05,2025-08-21T15:43:26
15,0.007429,0.000000,0.007429,0.003907,0.000000,0.003907,3.14,5e-05,2025-08-21T15:43:50
16,0.007176,0.000000,0.007176,0.003945,0.000000,0.003945,3.13,5e-05,2025-08-21T15:44:21
17,0.007083,0.000000,0.007083,0.003822,0.000000,0.003822,3.13,5e-05,2025-08-21T15:44:44
18,0.007163,0.000000,0.007163,0.003951,0.000000,0.003951,3.13,5e-05,2025-08-21T15:45:14
19,0.006907,0.000000,0.006907,0.003867,0.000000,0.003867,3.14,5e-05,2025-08-21T15:45:38
20,0.006888,0.000000,0.006888,0.003886,0.000000,0.003886,3.13,5e-05,2025-08-21T15:46:02
21,0.006952,0.000000,0.006952,0.004020,0.000000,0.004020,3.12,5e-05,2025-08-21T15:46:26
22,0.007004,0.000000,0.007004,0.003950,0.000000,0.003950,3.14,5e-05,2025-08-21T15:46:50
23,0.007024,0.000000,0.007024,0.004476,0.000000,0.004476,3.16,2.5e-05,2025-08-21T15:47:15
24,0.006024,0.000000,0.006024,0.003778,0.000000,0.003778,3.14,2.5e-05,2025-08-21T15:47:38
25,0.005814,0.000000,0.005814,0.003752,0.000000,0.003752,3.14,2.5e-05,2025-08-21T15:48:08
26,0.005830,0.000000,0.005830,0.003796,0.000000,0.003796,3.13,2.5e-05,2025-08-21T15:48:39
27,0.005884,0.000000,0.005884,0.003754,0.000000,0.003754,3.14,2.5e-05,2025-08-21T15:49:04
28,0.005836,0.000000,0.005836,0.003831,0.000000,0.003831,3.13,2.5e-05,2025-08-21T15:49:29
29,0.005735,0.000000,0.005735,0.003796,0.000000,0.003796,3.14,2.5e-05,2025-08-21T15:49:53
30,0.005665,0.000000,0.005665,0.003807,0.000000,0.003807,3.14,2.5e-05,2025-08-21T15:50:18
31,0.005601,0.000000,0.005601,0.003757,0.000000,0.003757,3.14,1.25e-05,2025-08-21T15:50:43
32,0.005362,0.000000,0.005362,0.003732,0.000000,0.003732,3.14,1.25e-05,2025-08-21T15:51:08
33,0.005298,0.000000,0.005298,0.003720,0.000000,0.003720,3.14,1.25e-05,2025-08-21T15:51:39
34,0.005273,0.000000,0.005273,0.003749,0.000000,0.003749,3.13,1.25e-05,2025-08-21T15:52:08
35,0.005283,0.000000,0.005283,0.003740,0.000000,0.003740,3.13,1.25e-05,2025-08-21T15:52:32
36,0.005235,0.000000,0.005235,0.003739,0.000000,0.003739,3.14,1.25e-05,2025-08-21T15:52:57
37,0.005217,0.000000,0.005217,0.003741,0.000000,0.003741,3.14,1.25e-05,2025-08-21T15:53:21
38,0.005204,0.000000,0.005204,0.003739,0.000000,0.003739,3.14,1.25e-05,2025-08-21T15:53:46
39,0.005229,0.000000,0.005229,0.003758,0.000000,0.003758,3.14,6.25e-06,2025-08-21T15:54:10
40,0.005092,0.000000,0.005092,0.003761,0.000000,0.003761,3.14,6.25e-06,2025-08-21T15:54:35
41,0.005048,0.000000,0.005048,0.003758,0.000000,0.003758,3.14,6.25e-06,2025-08-21T15:54:59
42,0.005023,0.000000,0.005023,0.003742,0.000000,0.003742,3.14,6.25e-06,2025-08-21T15:55:23
43,0.005000,0.000000,0.005000,0.003738,0.000000,0.003738,3.14,6.25e-06,2025-08-21T15:55:47
