epoch,train_loss,train_t,train_s,val_loss,val_t,val_s,val_nmse_db,lr,time_iso
1,0.055101,0.055101,0.000000,0.057638,0.057638,0.000000,-13.49,0.0001,2025-08-21T13:15:20
2,0.040669,0.040669,0.000000,0.056755,0.056755,0.000000,-13.60,0.0001,2025-08-21T13:15:48
3,0.038288,0.038288,0.000000,0.056725,0.056725,0.000000,-13.70,0.0001,2025-08-21T13:16:18
4,0.036904,0.036904,0.000000,0.058407,0.058407,0.000000,-13.73,0.0001,2025-08-21T13:16:47
5,0.035691,0.035691,0.000000,0.056049,0.056049,0.000000,-13.80,0.0001,2025-08-21T13:17:13
6,0.034390,0.034390,0.000000,0.058363,0.058363,0.000000,-13.84,0.0001,2025-08-21T13:17:42
7,0.034422,0.034422,0.000000,0.056209,0.056209,0.000000,-13.92,0.0001,2025-08-21T13:18:07
8,0.033246,0.033246,0.000000,0.053355,0.053355,0.000000,-14.00,0.0001,2025-08-21T13:18:32
9,0.032236,0.032236,0.000000,0.055789,0.055789,0.000000,-13.95,0.0001,2025-08-21T13:19:01
10,0.031767,0.031767,0.000000,0.054674,0.054674,0.000000,-14.06,0.0001,2025-08-21T13:19:24
11,0.030921,0.030921,0.000000,0.053770,0.053770,0.000000,-14.10,0.0001,2025-08-21T13:19:48
12,0.030808,0.030808,0.000000,0.054203,0.054203,0.000000,-14.07,0.0001,2025-08-21T13:20:12
13,0.030377,0.030377,0.000000,0.055895,0.055895,0.000000,-13.99,0.0001,2025-08-21T13:20:36
14,0.028419,0.028419,0.000000,0.057730,0.057730,0.000000,-13.91,5e-05,2025-08-21T13:21:00
15,0.027163,0.027163,0.000000,0.055522,0.055522,0.000000,-14.03,5e-05,2025-08-21T13:21:24
16,0.023759,0.023759,0.000000,0.053942,0.053942,0.000000,-14.11,5e-05,2025-08-21T13:21:47
17,0.023214,0.023214,0.000000,0.053408,0.053408,0.000000,-14.11,5e-05,2025-08-21T13:22:11
18,0.022842,0.022842,0.000000,0.054736,0.054736,0.000000,-14.10,5e-05,2025-08-21T13:22:35
